,t,vb,vg,qe,dcr,dt,ap,bif
229,-40.0,70.94935334796588,700.0,0.14,1076.6607072549614,1.1225000000001796e-05,0.012242151293747052,0.010655321231757869
230,-50.0,73.17477812654349,0.0,0.15,347.74454678655735,9.565000000001529e-06,0.6329032762794706,0.025347463536743962
231,-50.0,72.65183367039633,100.0,0.15,277.3744274070439,9.440000000001507e-06,0.2755146405168176,0.022049398976205222
232,-50.0,72.23049730014198,200.0,0.15,239.67923094980588,9.410000000001504e-06,0.22822924791743374,0.027549654495978296
233,-50.0,71.92828593217074,300.0,0.15,246.93908495606433,8.735000000001396e-06,0.3914173438922779,0.02143138720978609
234,-50.0,71.32736164412412,400.0,0.15,200.6857624748091,9.315000000001489e-06,0.3299701732407392,0.021197211329654974
235,-50.0,70.9513021826314,500.0,0.15,377.5027079465837,1.0170000000001625e-05,0.06234017103010932,0.015876830011535805
236,-50.0,70.26159785885879,600.0,0.15,902.3006391559553,1.1450000000001832e-05,0.010731388968279847,0.012038058056141481
237,-45.0,73.66044573681188,0.0,0.15,542.6734743528993,9.93500000000159e-06,0.37451429782343626,0.017448944677697923
238,-45.0,73.19239292233286,100.0,0.15,487.1203654932738,1.0290000000001645e-05,0.19758060916179246,0.01980521681663064
239,-45.0,72.99826497060168,200.0,0.15,622.4110317312901,9.300000000001486e-06,0.5894150695819431,0.020327670906398577
240,-45.0,72.41044999530756,300.0,0.15,437.0695525198774,9.355000000001494e-06,0.20948773676722499,0.021497378353769546
241,-45.0,71.98018205639808,400.0,0.15,431.21138022246225,9.13000000000146e-06,0.3565222966742427,0.015411760590514937
242,-45.0,71.33934169020594,500.0,0.15,377.8367223212747,1.0190000000001629e-05,0.005608097209487071,0.01532485497483353
243,-45.0,70.82067563564027,600.0,0.15,693.2609894202872,1.095500000000175e-05,0.009138736151966902,0.011228442115473964
244,-45.0,70.47536639201806,700.0,0.15,1314.4037933816946,1.176000000000188e-05,0.014591294024826184,0.009983969647052848
245,-40.0,74.05455817625543,0.0,0.15,733.1090678656248,1.182500000000189e-05,0.09213025807687904,0.015322097691846283
246,-40.0,73.64232484591314,100.0,0.15,621.618791578894,1.0030000000001603e-05,0.061360824711664354,0.013863895195877933
247,-40.0,73.24968390172049,200.0,0.15,584.8118101856367,1.1295000000001805e-05,0.29701329316898434,0.0158147012987814
248,-40.0,72.67576121845818,300.0,0.15,456.4542503664129,1.0235000000001636e-05,0.017687207694929347,0.011810784465288372
249,-40.0,72.31945840530629,400.0,0.15,496.69069496176894,1.0130000000001619e-05,0.025768906362054134,0.0122496755775557
250,-40.0,71.97521782836951,500.0,0.15,583.7691718983191,1.0135000000001622e-05,0.07100156553007533,0.012837194035670556
251,-40.0,71.39246859804652,600.0,0.15,551.2825099524457,1.0380000000001659e-05,0.06262394055868412,0.011197830368524495
252,-40.0,71.03250745522567,700.0,0.15,1156.6652360108396,1.1225000000001796e-05,0.012957685177521293,0.011740375063896202
